country,id,year,electricity_access,rural_electricity_access,urban_electricity_access,fdi,gdp,gdp_per_capita,inflation,life_expectancy,popu_growth,popu_total,rural_popu_growth,urban_popu_growth,unemployment
Grenada,GRD,2022,94.2,,,-144.3726759,7.320740616,16.34817022,2.580539259,75.335,0.662275264,0.125438,0.387151131,,1.135164957
Guam,GUM,2019,100,100,100,,2.523602033,,,77.717,-0.032018785,0.168624,-1.556629806,5.402,0.051277563
Guam,GUM,2020,100,100,100,,-10.51885957,,,76.612,0.359326133,0.169231,-1.195256469,6.227,0.442892621
Guam,GUM,2021,100,100,100,,2.058183257,,,76.656,0.767004481,0.170534,-0.761707556,6.001,0.847856631
Guam,GUM,2022,100,100,100,,5.099864262,,,78.33,0.7244969,0.171774,-0.814981184,5.527,0.804614406
Guatemala,GTM,2019,95.4,93.5,97.2,-796.28707,4.017897934,11.07962731,3.69998398,73.129,1.560386048,16.604026,0.77069607,2.193,2.31165941
Guatemala,GTM,2020,96.6,95.8,97.4,-782.62048,-1.791857695,11.27078233,3.214440622,71.797,1.519987854,16.858333,0.699106194,2.953,2.288806327
Guatemala,GTM,2021,97.9,98.1,97.6,-2985.58877,8.002408036,12.10642254,4.261051274,69.237,1.480316806,17.109746,0.627500193,2.174,2.266255112
Guatemala,GTM,2022,99.1,98.2,97.7,-718.76081,4.118004169,13.29960235,6.885128233,68.674,1.439868495,17.357886,0.554381887,3.051,2.242452955
Guinea,GIN,2019,42.2,17,86,-43.38,5.61691447,3.143646883,9.470010393,59.72,2.537647078,12.877539,1.972317574,5.018,3.528846943
Guinea,GIN,2020,44.7,19.3,88.3,-173.99,4.920266372,3.395094879,10.60162034,59.327,2.512250121,13.205153,1.919953556,5.993,3.534396425
Guinea,GIN,2021,46.8,21.3,89.8,-200.73,3.9,3.735089827,12.59728826,58.892,2.444317219,13.531906,1.826176313,5.767,3.493701573
Guinea,GIN,2022,47.7,21.3,91,-650.1,4.7,4.087091752,10.493041,58.985,2.390914134,13.859341,1.744853013,5.328,3.469252822
Guinea-Bissau,GNB,2019,30.9,14.3,52.3,-71.26886005,4.500092937,2.0898636163449402,0.246600268,60.882,2.33629047,1.970457,1.597289827,3.219,3.293474288
Guinea-Bissau,GNB,2020,33.4,15.1,56.4,-20.67543322,1.5,2.083840421,1.140009394,59.999,2.276453357,2.015828,1.528449923,3.614,3.228982531
Guinea-Bissau,GNB,2021,35.8,15.8,60.5,-17.58297681,6.399952624,2.278023395,2.242488796,59.652,2.202589246,2.060721,1.445262607,3.628,3.150706358
Guinea-Bissau,GNB,2022,37.4,15.8,61,-21.1228779,4.199990232,2.486717546,9.393838775,59.861,2.152839304,2.105566,1.384324041,3.204,3.098652451
Guyana,GUY,2019,91.6,89.8,96.7,-1684.979887,5.352840035,13.38870608,2.087230892,69.124,1.671348097,0.798753,1.558253154,13.525,1.982664496
Guyana,GUY,2020,92.3,90.5,97.2,-1280.922188,43.47965172,17.03628992,0.993337023,68.486,-0.194366444,0.797202,-0.326880128,15.701,0.16872974
Guyana,GUY,2021,92.9,91.2,97.5,-2234.057115,20.00752973,23.176133200621702,5.032855746,65.673,0.919614739,0.804567,0.768035889,14.927,1.332754531
Guyana,GUY,2022,93,91.6,98,-437.3458951,63.43986437,40.33759901,6.115055501,65.989,0.515592544,0.808726,0.344378732,12.423,0.979457775
Haiti,HTI,2019,45.4,1.2,79.9,-75,-1.723096998,3.220942957,18.70378257,64.255,1.335138592,11.160438,-0.729766621,14.133,2.975074661
Haiti,HTI,2020,46.3,,80.9,-25,-3.30550547,3.08590305,22.79631136,64.052,1.302919959,11.306801,-0.763589981,15.56,2.884885867
Haiti,HTI,2021,47.2,,81.8,-51.299,-1.798239889,3.114963542,16.84152402,63.192,1.237298997,11.447569,-0.825205318,15.253,2.760112803
Haiti,HTI,2022,49.3,,83,-39.4132,-1.681983969,3.239319005,33.98393195,63.728,1.193341956,11.584996,-0.864032501,14.719,2.659326048
Heavily indebted poor countries (HIPC),HPC,2019,45.05224589,29.13154959,75.5994873,,4.420985717,2.807338352,2.744038316,63.33805695,2.836801176,815.100831,2.077762256,4.422645141,4.181589441
Heavily indebted poor countries (HIPC),HPC,2020,46.36404141,29.64695764,77.0541348,,0.236251144,2.8013264454183098,3.46841178,62.76172018,2.817543318,838.06665,2.041950423,5.149285411,4.163911532
Heavily indebted poor countries (HIPC),HPC,2021,48.05095041,31.19476569,78.45453837,,4.195132478,2.9938552000147203,4.259364175,62.3027854,2.755162134,861.156745,1.961436564,5.002778648,4.104938658
Heavily indebted poor countries (HIPC),HPC,2022,48.65539339,30.83390504,78.64813606,,4.796360999,3.2587456459766497,9.621476085,62.84324626,2.686106465,884.288332,1.870441185,4.534132529,4.044632882
High income,HIC,2019,99.95053797,99.96726028,99.9160696,,1.845827065,50.50462527,1.615199887,80.12703771,0.376951607,1389.172209,-0.592857351,4.761291865,0.617010862
High income,HIC,2020,99.9686545,99.90200748,99.91930076,,-3.914669261,49.474553333279594,0.598986331,79.13325437,0.344000619,1393.95097,-0.619269591,6.454546729,0.579559338
High income,HIC,2021,99.97989025,99.97711579,99.92002988,,5.584368156,55.10306245,2.526920091,78.78839896,-0.070770925,1392.964458,-1.025908172,5.557489786,0.160006966
High income,HIC,2022,99.97980695,99.97869069,99.90395953,,2.641586105,60.23535282,7.351651553,79.50211315,0.213639909,1395.940386,-0.884795495,4.493893469,0.475859865
Honduras,HND,2019,91.1,80.3,99,-495.6098829,2.559634346,5.7761036875632294,4.365871598,72.881,1.680696685,9.958829,0.191960203,5.551,2.784981233
Honduras,HND,2020,93.1,83.4,100,-373.0278549,-8.965082233,5.383568901,3.46841178,71.462,1.622836377,10.121763,0.123593387,10.679,2.7065036
Honduras,HND,2021,94.1,85.7,100,-512.6747502,12.56528438,6.20994035,4.480879634,70.123,1.535139668,10.278345,0.027731733,7.94,2.596999092
Honduras,HND,2022,94.4,86.8,100,-737.7360788,4.14356194,6.820087245,9.089639115,70.728,1.492118559,10.43286,-0.026023483,7.037,2.534459169
"Hong Kong SAR, China",HKG,2019,100,100,100,-20531.40202,-1.672426519,61.22141954,2.883208538,85.15585366,0.739283471,7.5079,,2.917,0.739283471
"Hong Kong SAR, China",HKG,2020,100,100,100,-34029.26797,-6.544778677,58.187476407253506,0.250962021,85.49634146,-0.358932662,7.481,,5.808,-0.358932662
"Hong Kong SAR, China",HKG,2021,100,100,100,-43744.58733,6.454396779,65.88493763,1.568758344,85.53268293,-0.911776749,7.4131,,5.174,-0.911776749
"Hong Kong SAR, China",HKG,2022,100,100,100,-3405.694646,-3.680752922,68.54763947,1.881367072,83.66097561,-0.907914524,7.3461,,4.318,-0.907914524
Hungary,HUN,2019,100,100,100,-215.7966641,4.864225735,35.1526037,3.338586354,76.3195122,-0.04525571,9.771141,-1.073223655,3.419,0.36454098
Hungary,HUN,2020,100,100,100,-2999.433766,-4.487046048,35.02991322,3.326743858,75.56829268,-0.215067837,9.750149,-1.271555244,4.25,0.200015936
Hungary,HUN,2021,100,100,100,-4424.848412,7.06122061,38.647998084709705,5.110965344,74.16341463,-0.413751024,9.709891,-1.499546483,4.045,0.006543419
Hungary,HUN,2022,100,100,100,-4413.546989,4.583407673,43.57788714,14.60814395,76.01707317,-0.690781548,9.643048,-1.803035252,3.609,-0.266745143
IBRD only,IBD,2019,97.88676431,96.53019124,99.42208279,,3.98398106,14.4407141,2.584058293,74.13222836,0.802883607,4832.585266,-0.542841726,6.03343539,1.898142706
IBRD only,IBD,2020,98.06679299,97.16466379,99.26957247,,-1.40120443,14.47061248,2.417276418,73.38233848,0.708582428,4866.828116,-0.628933347,6.901149301,1.771082902
IBRD only,IBD,2021,99.11695171,99.22128706,99.47837815,,7.628482966,16.35659606,4.398116099,72.14185295,0.57200099,4894.666421,-0.768218681,6.266358049,1.611542327
IBRD only,IBD,2022,98.97718177,99.07152913,99.48426518,,3.601688625,18.14942773,8.811092093,72.93504646,0.361258061,4912.348798,-0.951159767,5.54294375,1.355393695
IDA & IBRD total,IBT,2019,88.6615854,81.62657958,96.57650911,,3.979119056,11.74685599,2.675992026,71.52543837,1.179498711,6555.193386,0.112472393,5.757124299,2.231812722
IDA & IBRD total,IBT,2020,89.00036921,81.89136973,96.55843443,,-1.355435011,11.74329372,2.89819376,70.82171877,1.120273784,6628.629499,0.067794678,6.605125817,2.136416007
IDA & IBRD total,IBT,2021,90.10597848,83.48591189,97.03827923,,7.386659265,13.155865935077399,4.259364175,69.78996717,1.021994999,6696.373761,-0.021843405,6.125997558,2.009493331
IDA & IBRD total,IBT,2022,90.02364271,82.99862005,97.03830142,,3.653546061,14.5298424,8.64091109,70.51191054,0.862123771,6754.104791,-0.1555007,5.423487634,1.805984324
IDA blend,IDB,2019,74.11345918,61.57938241,90.9173087,,2.770731357,5.320386757,2.206073058,61.33856405,2.049935098,572.19204,1.19664415,5.202601954,3.220951844
IDA blend,IDB,2020,74.64222061,62.07668007,91.22733863,,-1.415742918,5.317532617048999,1.795371471,61.01164077,2.100809197,584.212703,1.231844268,6.037220747,3.269949056
IDA blend,IDB,2021,76.63231665,63.31389931,93.82743091,,5.164294109,5.632059958,2.410703122,60.67959254,2.121766599,596.608333,1.236952569,6.035065083,3.288735829
IDA blend,IDB,2022,77.22022494,63.88171885,93.81048836,,4.215491032,6.153824377,6.378146951,61.28382244,2.134495329,609.34291,1.232325761,5.148425014,3.300718537
IDA only,IDX,2019,57.09595507,45.18406387,80.79011971,,4.965264186,3.653740885,2.782611637,65.6417934,2.351647389,1150.41608,1.543769512,4.614873345,3.923981324
IDA only,IDX,2020,58.6069711,46.07838145,81.83930885,,-0.23784529,3.686385844,3.582874546,65.10590483,2.361980198,1177.58868,1.544642391,5.420755282,3.913566349
IDA only,IDX,2021,60.13272121,47.50029193,83.16429318,,3.789182498,3.909948874,4.22278962,64.74778514,2.336157562,1205.099007,1.511240004,5.486518886,3.867375474
IDA only,IDX,2022,60.62342162,48.44532773,83.50343658,,4.395917127,4.276114671919791,9.525266286,65.41607449,2.266542072,1232.413083,1.410597832,4.980091822,3.82165548
IDA total,IDA,2019,62.75446943,50.47394145,84.6375401,,3.919409107,4.197368006,2.685373553,64.21240644,2.251231107,1722.60812,1.437904706,4.797651609,3.65570352
IDA total,IDA,2020,63.92966234,51.14339107,85.39265079,,-0.792994535,4.216971975,3.46841178,63.74824834,2.275228042,1761.801383,1.44947345,5.612674796,3.668990503
IDA total,IDA,2021,65.60173595,52.49770448,87.18626537,,4.433211437,4.469195999,4.149680034,63.40066425,2.265065596,1801.70734,1.427966975,5.658217578,3.648337638
IDA total,IDA,2022,66.11973189,53.14514955,87.37893533,,4.310298531,4.885228851,8.21619711,64.04892352,2.222816776,1841.755993,1.356576771,5.032833817,3.62514454
Iceland,ISL,2019,100,100,100,702.9424646,1.861177943,60.52381794,3.013971792,83.16341463,2.198932258,0.360563,1.518901416,3.507,2.243618728
Iceland,ISL,2020,100,100,100,501.1610999,-6.940453095,55.796745466763404,2.847924015,83.06341463,1.623086251,0.366463,0.920961607,5.478,1.668886086
Iceland,ISL,2021,100,100,100,-504.9985582,5.148715418,61.96641677,4.444239702,83.16585366,1.63931664,0.37252,0.88153369,6.029,1.688364331
Iceland,ISL,2022,100,100,100,-970.8917362,8.881307745,73.47149970301611,8.308755116,82.17073171,2.513773433,0.382003,1.718308191,3.789,2.564836256
India,IND,2019,95.9,93.8,99.8,-37469.94532,3.871436941,7.1815226543495605,3.729505735,70.91,1.025310772,1383.11205,0.353054653,6.51,2.315801985
India,IND,2020,96.5,95.2,99,-53239.69739,-5.777724707,6.997358393,6.623436776,70.15,0.955220858,1396.387127,0.259976035,7.859,2.263634557
India,IND,2021,99.6,99.3,100,-27488.54312,9.689592492,8.087993803,5.131407472,67.24,0.797216094,1407.563842,0.07698407,6.38,2.125468465
India,IND,2022,99.2,99.3,100,-35408.00869,6.987039326,9.199567739,6.699034141,67.744,0.680372581,1417.173173,-0.06379522,4.822,2.024671217
Indonesia,IDN,2019,98.9,97.5,99.9,-20531.07057,5.01928768,12.115702065383902,3.03058665,70.518,0.937689274,269.582878,-0.550668038,3.59,2.123580212
Indonesia,IDN,2020,97,93.5,99.6,-14142.47396,-2.065511829,11.85694333,1.920968006,68.808,0.840389268,271.85797,-0.661230199,4.255,2.005320259
Indonesia,IDN,2021,99.2,98.2,99.9,-17286.35413,3.702885628,12.89710314,1.560129905,67.57,0.694717688,273.753191,-0.813402954,3.827,1.834015854
Indonesia,IDN,2022,100,98.2,100,-18067.20797,5.307419348,14.44564316,4.209463834,68.25,0.636555115,275.501339,-0.882772358,3.462,1.754389675
"Iran, Islamic Rep.",IRN,2019,100,100,100,,-3.070587985,13.42357631,39.90734557,76.103,1.099593263,86.564202,-0.883936477,10.74,1.755664998
"Iran, Islamic Rep.",IRN,2020,100,100,100,,3.330288459,14.18035331,30.59413904,74.832,0.835176148,87.290193,-1.147034724,9.687,1.473791895
"Iran, Islamic Rep.",IRN,2021,100,100,100,,4.719777732,15.04237411,43.38901627,73.875,0.722822505,87.923432,-1.248735704,9.282,1.341669514
"Iran, Islamic Rep.",IRN,2022,100,100,100,,3.776631402,16.59126457,43.48846417,74.556,0.710745643,88.55057,-1.261653676,9.085,1.314069461
Iraq,IRQ,2019,100,100,100,3269.8,5.513790574,12.139156775110699,-0.19896538,71.576,2.368388314,41.56352,1.671684331,14.142,2.658858767
Iraq,IRQ,2020,100,100,100,3006.3,-12.03679309,10.46451163,0.574162679,69.123,2.362111839,42.556984,1.626172652,15.776,2.66584656
Iraq,IRQ,2021,100,100,100,2771.9,1.50218071,12.596526485820899,6.041864891,70.378,2.26888921,43.533592,1.489418678,16.173,2.587170386
Iraq,IRQ,2022,100,100,100,2326.5,7.639811402,14.19960736,4.994765964,71.336,2.186916934,44.496122,1.369901533,15.588,2.516805592
Ireland,IRL,2019,100,100,100,-97444.44342,5.297728026,90.94063476,0.937842961,82.70243902,1.367626954,4.93434,0.727558086,4.95,1.738924175
Ireland,IRL,2020,100,100,100,-110374.0302,6.617194668,97.06670605,-0.326183651,82.55609756,1.029110503,4.985382,0.349111503,5.623,1.41948631
Ireland,IRL,2021,100,100,100,59233.7765,15.12521979,114.12054451639199,2.340341134,82.35365854,0.953878184,5.033164,0.238727598,6.194,1.359959653
Ireland,IRL,2022,100,100,100,35688.70062,9.43302211,133.8227587,7.829457364,83.05609756,1.850503784,5.12717,1.096714148,4.479,2.273635458
Isle of Man,IMN,2019,100,100,100,,0.254878786,,,80.737,0.18842279,0.083933,-0.120922045,,0.466496917
Isle of Man,IMN,2020,100,100,100,,-8.8368174,,,80.588,0.134540647,0.084046,-0.211966064,,0.444089503
Isle of Man,IMN,2021,100,100,100,,3.837836666,,,80.525,0.2578592,0.084263,-0.118796379,,0.592049452
Isle of Man,IMN,2022,100,100,100,,,,,80.762,0.303350116,0.084519,-0.113873613,,0.670777026
Israel,ISR,2019,100,100,100,-8673.4,4.156137989,41.51345151,0.849783128,82.80487805,1.90898264,9.054,0.808165569,3.731,1.998758439
Israel,ISR,2020,100,100,100,-16389.8,-1.857289278,41.20447771,-0.614412358,82.64878049,1.763679392,9.2151,0.610247739,4.169,1.85660693
Israel,ISR,2021,100,100,100,-8580.7,8.611990348,46.12664231,1.510200477,82.5,1.681905517,9.3714,0.501437899,4.812,1.775820101
Israel,ISR,2022,100,100,100,-12784.4,6.832886636,52.13360932,4.393596659,82.7,1.966368848,9.5575,0.744003867,3.695,2.062364148
Italy,ITA,2019,100,100,100,1681.603982,0.483198317,46.47003733,0.611246944,83.49756098,-1.153028424,59.729081,-2.166197776,9.952,-0.730852392
Italy,ITA,2020,100,100,100,21788.62543,-8.974192121,44.20223558,-0.137707574,82.19512195,-0.487095092,59.438851,-1.527890914,9.164,-0.059658081
Italy,ITA,2021,100,100,100,29959.68205,8.310239908,49.90161214,1.873783258,82.64634146,-0.515599999,59.133173,-1.581309195,9.497,-0.084372346
Italy,ITA,2022,100,100,100,-15930.45256,3.985897443,55.90825547,8.201289912,82.9,-0.326488181,58.940425,-1.417780159,8.069,0.108466677
Jamaica,JAM,2019,98.9,97.6,100,-219.4247099,0.892291654,10.11756417,3.905100009,71.767,0.068899222,2.813773,-0.635209971,4.987,0.625966781
Jamaica,JAM,2020,99.7,99.3,100,-258.4078906,-9.920322451,9.024006603303489,5.226777793,71.869,0.236519558,2.820436,-0.506901553,6.501,0.817135661
Jamaica,JAM,2021,100,100,100,-264.325079,4.6014245,9.610989337098221,5.862782428,70.5,0.257040922,2.827695,-0.526533488,5.188,0.860776649
Jamaica,JAM,2022,100,100,100,-258.446,5.221519852,10.82609346,10.34956884,70.629,-0.011246541,2.827377,-0.835872716,4.083,0.615165967
Japan,JPN,2019,100,100,100,218323.78073570802,-0.402169201,42.67815114,0.468776159,84.35634146,-0.140464978,126.633,-1.123327281,2.351,-0.051001491
Japan,JPN,2020,100,100,100,87533.47195,-4.147118899,42.438446460090006,-0.024995834,84.56,-0.294194618,126.261,-1.311155576,2.809,-0.202631223
Japan,JPN,2021,100,100,100,174664.6756,2.559320239,44.54933834,-0.233352779,84.44560976,-0.459952416,125.681593,-1.499653332,2.828,-0.36738454
Japan,JPN,2022,100,100,100,126856.6466,0.954736938,47.11838827,2.497702782,83.99634146,-0.443851919,125.124989,-1.531763824,2.6,-0.348106762
Jordan,JOR,2019,99.9,98.9,100,-686.3380282,1.751239059,9.40542016,0.761514047,76.044,2.257509754,10.698683,-0.256904649,16.801,2.503414856
Jordan,JOR,2020,99.9,98.8,100,-733.943662,-1.102751883,9.523548171,0.333294351,75.184,2.127362818,10.928721,-0.346981242,19.213,2.362820141
Jordan,JOR,2021,99.9,98.8,100,-605.915493,3.65564191,9.115019511,1.346093772,74.256,1.989076856,11.148278,-0.46445105,19.837,2.216344393
Jordan,JOR,2022,100,98.9,100,-1152.816901,2.428073305,9.871875152757461,4.229155689,74.215,1.226636566,11.285869,-1.202955748,18.2,1.445769018
Kazakhstan,KAZ,2019,100,100,100,-5904.427074,4.500000001,29.767628,5.333560989,73.18,1.28960849,18.513673,1.026185619,4.8,1.48443982
Kazakhstan,KAZ,2020,100,100,100,-5875.441739,-2.499999996,30.16460352,6.718154549,71.37,1.298635325,18.755666,0.989628831,4.89,1.526047151
Kazakhstan,KAZ,2021,100,100,100,-1901.441602,4.299999997,33.89389546,8.04147134,70.23,2.296407589,19.191356,1.941408907,5.556,2.556167696
Kazakhstan,KAZ,2022,100,100,100,-8076.528683,3.2,36.59540669,15.02786444,74.44,2.28528529,19.634983,1.883803363,4.86,2.577143051
Kenya,KEN,2019,69.7,61.7,90.8,-432.7133666,5.114158858,4.71050374,5.239637958,62.943,1.978456948,50.95145,1.322618475,5.014,3.727770713
