country,id,year,electricity_access,rural_electricity_access,urban_electricity_access,fdi,gdp,gdp_per_capita,inflation,life_expectancy,popu_growth,popu_total,rural_popu_growth,urban_popu_growth,unemployment
Albania,ALB,2022,100,100,100,-1249.8485,4.856401652,19.4927831,6.725202715,76.833,-1.21579032,2.777689,-3.482671893,11.588,0.093716063
Algeria,DZA,2019,99.5,98.7,99.8,-1350.051614,0.9,14.08419953,1.951768211,76.474,1.839444886,42.705368,-0.227737006,12.285,2.607529824
Algeria,DZA,2020,99.7,99.1,99.9,-1129.312784,-5,12.84876261,2.415130941,74.453,1.732456728,43.451666,-0.317427607,14.04,2.472988752
Algeria,DZA,2021,99.8,99.3,100,-920.9741829,3.8,14.69091623,7.226063074,76.377,1.657703201,44.177969,-0.372904438,13.607,2.371249675
Algeria,DZA,2022,100,99.3,100,-155.4270802,3.6,16.02828711,9.265515516,77.129,1.628339254,44.903225,-0.376939621,12.437,2.314093577
American Samoa,ASM,2019,,,,,-0.487804878,,,,-2.304138699,0.047321,-2.259707628,,-2.310689801
American Samoa,ASM,2020,,,,,4.411764706,,,,-2.42124971,0.046189,-2.463506739,,-2.41501908
American Samoa,ASM,2021,,,,,-0.782472613,,,,-2.530170926,0.045035,-2.664091982,,-2.510444748
American Samoa,ASM,2022,,,,,1.735015773,,,,-1.706495481,0.044273,-1.90448667,,-1.677387423
Andorra,AND,2019,100,100,100,-320.3008559,2.015547638,57.57369305,,,1.757491257,0.076343,2.405235101,,1.669357528
Andorra,AND,2020,100,100,100,-139.7202549,-11.18393994,51.88128967,,,1.761891295,0.0777,2.327440475,,1.68440885
Andorra,AND,2021,100,100,100,-345.2688617,8.287199781,58.82985007,,,1.702288225,0.079034,2.18075537,,1.636346031
Andorra,AND,2022,100,100,100,-540.3167919,9.563797527,68.31177298,,,0.994607149,0.079824,1.386755122,,0.940293027
Angola,AGO,2019,45.6,,72.2,1749.052912,-0.702272958,7.533511854,17.08095414,62.448,3.395277792,32.353588,1.454033348,16.497,4.402191144
Angola,AGO,2020,47,,73.6,1956.982582,-5.638214717,6.455119982,22.27153925,62.261,3.268348405,33.428486,1.333900536,16.676,4.242778261
Angola,AGO,2021,48.2,,75,3297.745964,1.199210521,7.414278958,25.75429488,61.643,3.166029862,34.503774,1.233383566,15.799,4.111785847
Angola,AGO,2022,48.5,,76.2,6639.719014,3.04540301,7.928641498,21.35529013,61.929,3.096752671,35.588987,1.169889508,14.693,4.013085739
Antigua and Barbuda,ATG,2019,100,100,100,-141.1851082,3.10044515,26.31683322,1.431355982,78.691,0.534443401,0.092117,0.657868635,,0.155165948
Antigua and Barbuda,ATG,2020,100,100,100,-105.3827804,-18.8803992,22.15941229,0.625989707,78.841,0.592053943,0.092664,0.687849322,,0.296362044
Antigua and Barbuda,ATG,2021,100,100,100,-305.3098355,8.191718462,25.49312955,2.062996385,78.497,0.597151595,0.093219,0.667546869,,0.379122302
Antigua and Barbuda,ATG,2022,100,100,100,-294.8562619,9.516395644,29.71156332,7.531078346,79.236,0.581875833,0.093763,0.626473656,,0.443420768
Arab World,ARB,2019,90.35815387,84.57272396,97.5595786,,1.671110889,15.55009889,1.048834037,71.84462603,2.062686901,441.467739,1.435463373,10.14133061,2.505270748
Arab World,ARB,2020,90.63848705,82.50675203,97.61852817,,-5.400979217,14.31477219,1.612222204,70.92335959,1.757899007,449.228296,1.253511259,11.23138384,2.110092532
Arab World,ARB,2021,90.84938205,82.82615985,97.67802702,,5.116647029,15.64015704,2.965810083,70.81448302,1.623335187,456.520777,1.108497796,10.78329712,1.979809583
Arab World,ARB,2022,91.02640452,82.917338,97.97023913,,5.793108985,17.40071376,4.995020751,71.22727445,1.78833854,464.684914,1.131714776,9.869656321,2.239101601
Argentina,ARG,2019,100,100,100,-5126.459686,-2.000861003,23.53501275,,77.284,0.993397493,44.938712,-0.506115919,9.843,1.125019726
Argentina,ARG,2020,100,100,100,-3706.950767,-9.900484814,22.30215049,,75.892,0.970053991,45.376763,-0.53958153,11.461,1.100415053
Argentina,ARG,2021,100,100,100,-5114.187942,10.71800993,26.08680236,,75.39,0.947490959,45.808747,-0.55955889,8.736,1.075515039
Argentina,ARG,2022,100,100,100,-13110.76393,4.95636996,29.03748912,,76.064,0.925835474,46.23483,-0.604271965,6.805,1.053695664
Armenia,ARM,2019,100,100,100,-233.2822753,7.599999999,15.7291497,1.443446608,75.439,-0.564065543,2.820602,-0.754200198,12.2,-0.453278
Armenia,ARM,2020,100,100,100,-85.86161924,-7.199999999,15.52346539,1.211435778,72.173,-0.533006607,2.805608,-0.788976479,12.18,-0.384383434
Armenia,ARM,2021,100,100,99.9,-341.8514737,5.800000001,16.89907092,7.184836294,72.043,-0.522963243,2.790974,-0.845109531,10.012,-0.336768059
Armenia,ARM,2022,100,100,100,-948.3104877,12.6,20.44509888,8.64091109,73.372,-0.377102034,2.780469,-0.766181006,8.608,-0.153477829
Aruba,ABW,2019,100,100,100,134.984404,-2.302836303,40.124758,4.257462043,76.248,0.451969659,0.106442,0.213237457,,0.762320963
Aruba,ABW,2020,100,100,100,-141.023762,-23.98258096,30.43720252,,75.723,0.134255302,0.106585,-0.133220116,,0.479957876
Aruba,ABW,2021,100,100,100,-138.4008264,27.63935697,38.22614616,,74.626,-0.045044623,0.106537,-0.347205183,,0.342950565
Aruba,ABW,2022,99.9,100,100,-124.6942781,10.45831735,45.23602121,,74.992,-0.086392283,0.106445,-0.417236293,,0.335380822
Australia,AUS,2019,100,100,100,-29844.98501,2.181109106,52.74671829,1.610767873,82.9,1.477490711,25.334826,0.673555249,5.159,1.607624676
Australia,AUS,2020,100,100,100,-8025.123712,-0.334686359,54.06407947,0.846905537,83.2,1.233428251,25.649248,0.386682934,6.456,1.369184749
Australia,AUS,2021,100,100,100,-20876.51598,2.111830889,57.40617876,2.863910422,83.3,0.140895083,25.685412,-0.742432083,5.116,0.2811033
Australia,AUS,2022,100,100,100,55672.32617,4.268946393,65.36594851,6.594096713,83.2,1.272698814,26.014399,0.344540884,3.701,1.418485976
Austria,AUT,2019,100,100,100,5227.95531,1.450529184,60.5746271,1.530895642,81.89512195,0.444673639,8.87992,-0.079423693,4.56,0.817910607
Austria,AUT,2020,100,100,100,13611.95723,-6.632991437,58.61083436,1.381910634,81.19268293,0.415176732,8.916864,-0.148053196,5.201,0.812573161
Austria,AUT,2021,100,100,100,11077.21041,4.237866733,63.42120359,2.766666667,81.1902439,0.435671684,8.955797,-0.164882069,6.459,0.855226835
Austria,AUT,2022,100,100,100,-1816.72566,4.806430202,70.97572063,8.546869932,81.09268293,0.956287797,9.041851,0.317739925,4.992,1.397726478
Azerbaijan,AZE,2019,100,100,100,927.801,2.500000067,16.67531794,2.610571828,73.102,0.846646726,10.024283,0.051515487,5,1.47506479
Azerbaijan,AZE,2020,100,100,100,318.1262,-4.300000102,15.16357033,2.75980947,66.868,0.684365325,10.093121,-0.151513099,7.24,1.335443211
Azerbaijan,AZE,2021,100,100,100,1784.653,5.616451029,20.1113757,6.650299127,69.366,0.441197736,10.13775,-0.431819746,6.04,1.110980253
Azerbaijan,AZE,2022,100,100,100,4646.691,4.714802365,22.53349406,13.85225901,73.488,0.039507866,10.141756,-0.876203438,5.65,0.731066864
"Bahamas, The",BHS,2019,100,100,100,-369.2313986,-1.357265209,34.54170749,2.491235274,71.205,0.657441085,0.404557,0.024914813,10.011,0.786275055
"Bahamas, The",BHS,2020,100,100,100,-374.7642982,-21.42346307,25.45921852,0.038521098,72.677,0.471994445,0.406471,-0.200960866,12.804,0.607991106
"Bahamas, The",BHS,2021,100,100,100,-298.3914762,15.40314894,28.51090949,2.904912629,71.598,0.352416997,0.407906,-0.366287305,11.694,0.496450111
"Bahamas, The",BHS,2022,100,100,100,-316.4301924,10.7820132,33.6375048,5.605406336,74.358,0.508137884,0.409984,-0.258236024,9.87,0.660362476
Bahrain,BHR,2019,100,100,100,-1138.829787,2.166964669,53.71214852,1.005820047,80.019,0.459362585,1.494188,-0.544346604,1.226,0.579117628
Bahrain,BHR,2020,100,100,100,-1226.329787,-4.644637359,51.43920376,-2.317706293,79.174,-1.125242678,1.477469,-2.186869492,1.767,-1.000032035
Bahrain,BHR,2021,100,100,100,-1714.893617,2.590407838,54.35183608,-0.606319385,78.76,-0.96602484,1.463265,-2.077597341,1.551,-0.836505335
Bahrain,BHR,2022,100,100,100,-3.457446809,4.891500207,60.6528505,3.625741043,79.246,0.611005553,1.472233,-0.561968032,1.326,0.745948678
Bangladesh,BGD,2019,92.2,88.9,97.8,-1884.983625,7.881915151,6.025087349,5.591996399,72.806,1.11317249,165.516222,-0.114188087,4.693,3.201394572
Bangladesh,BGD,2020,96.2,95.2,97.8,-1520.504559,3.448017551,6.596044598,5.691074747,71.968,1.14420974,167.420951,-0.096783577,5.828,3.187094227
Bangladesh,BGD,2021,99,98.5,99.7,-1640.672069,6.938679124,7.366489971,5.545654308,72.381,1.149318476,169.356251,-0.102356944,5.815,3.143603061
Bangladesh,BGD,2022,99.4,99.3,100,-1603.289893,7.099828776,8.354715868,7.696954372,73.698,1.074836743,171.186372,-0.186067869,5.247,3.020051347
Barbados,BRB,2019,100,100,100,,0.379893733,17.45915126,4.100289645,77.257,0.175755759,0.28018,0.159810752,8.413,0.210994735
Barbados,BRB,2020,100,100,100,,-12.53966641,14.68710704,,77.393,0.182929163,0.280693,0.134706671,9.756,0.289392764
Barbados,BRB,2021,100,100,100,,-1.18319712,14.7523737,,77.571,0.180461454,0.2812,0.100393821,9.417,0.356868377
Barbados,BRB,2022,100,100,100,,13.48086157,17.89218926,,77.706,0.15457464,0.281635,0.041370181,8.493,0.403219483
Belarus,BLR,2019,100,100,100,-1277.1,1.446206671,22.30157669,5.59815595,74.22682927,-0.201786601,9.419758,-2.321768552,4.165,0.367878413
Belarus,BLR,2020,100,100,100,-1310.5,-0.672904125,24.8723399,5.548143575,72.45721951,-0.42347525,9.379952,-2.540556787,4.049,0.130365174
Belarus,BLR,2021,100,100,100,-1309.906223,2.438866081,27.61118011,9.460283896,72.37068293,-0.828232721,9.302585,-2.931426282,3.9,-0.292441093
Belarus,BLR,2022,100,100,100,-1430.380876,-4.658244891,28.40606615,15.20967527,73.11146341,-0.804228427,9.228071,-2.896614975,3.574,-0.285001725
Belgium,BEL,2019,100,100,100,-4229.947094,2.240835331,56.62154176,1.43681957,81.99512195,0.540461327,11.48898,-1.48096626,5.36,0.581271661
Belgium,BEL,2020,100,100,100,5632.446683857001,-5.304473365,55.73095289,0.740791812,80.69512195,0.430996815,11.538604,-1.527587984,5.555,0.469743865
Belgium,BEL,2021,100,100,100,26079.55483,6.927983603,62.12316132,2.440248511,81.7902439,0.411601997,11.586195,-1.586573382,6.264,0.450342913
Belgium,BEL,2022,100,100,100,14140.58152,3.014721975,68.27420064,9.597511729,81.69756098,0.856132433,11.685814,-1.074191502,5.558,0.892816003
Belize,BLZ,2019,92.7,87.8,98.5,-91.79168473,4.236234536,10.43633353,0.187069385,73.931,1.823016119,0.389095,1.561264527,9.053,2.132837292
Belize,BLZ,2020,96.8,95.5,98.3,-71.77462167,-13.73169108,9.54067115,0.121434645,72.854,1.486221516,0.394921,1.192108352,10.7,1.832244559
Belize,BLZ,2021,97.7,97.1,98.4,-123.9583188,17.86244784,11.5598906,3.235636592,70.47,1.285629921,0.400031,0.958986928,10.157,1.667341807
Belize,BLZ,2022,98.6,97.1,98.4,-139.7075588,8.734311438,13.28059839,6.276893194,70.962,1.301640251,0.405272,0.938370415,8.724,1.722996751
Benin,BEN,2019,40,16.9,65.2,-191.0583574,6.865686628,3.260768536,0.732849371,60.454,2.887074085,12.290444,1.839631665,1.402,4.040767534
Benin,BEN,2020,41,17.4,66.1,-152.4932633,3.8487924,3.354179971,3.022721197,60.088,2.829138113,12.643123,1.76090217,1.565,3.980015606
Benin,BEN,2021,42,18,67,-303.0830983,7.155451646,3.575311487,1.733539627,59.821,2.759705179,12.996895,1.674068409,1.694,3.903600912
Benin,BEN,2022,56.5,45.5,71.1,-329.4192041,6.253244914,3.957961212,1.350778636,59.954,2.702041089,13.352864,1.594563681,1.473,3.84311254
Bermuda,BMU,2019,100,100,100,-42.1613895,0.306266735,91.2634856,,81.033,-0.010952131,0.063911,,,-0.010952131
Bermuda,BMU,2020,100,100,100,-487.7480578,-6.842869643,85.7953586,,81.136,-0.028168133,0.063893,,,-0.028168133
Bermuda,BMU,2021,100,100,100,-76.45768288,5.41909484,93.55551745,,79.28,-0.202104145,0.063764,,,-0.202104145
Bermuda,BMU,2022,100,100,100,,6.431133996,106.8663408,,81.571,-0.265391687,0.063595,,,-0.265391687
Bhutan,BTN,2019,100,100,100,-13.01137729,5.755148512,12.86477801,2.726430374,71.391,0.701252584,0.767459,-0.519287432,2.72,2.43936953
Bhutan,BTN,2020,100,100,100,2.78696089,-10.21839742,12.43467452,5.629365226,71.609,0.655471789,0.772506,-0.55767301,5.03,2.333262264
Bhutan,BTN,2021,100,100,100,-6.783112488,4.421367389,13.42342887,7.346814405,71.815,0.642586173,0.777486,-0.564185596,4.804,2.264510209
Bhutan,BTN,2022,100,100,100,-8.402097146,5.213867838,15.02172899,5.639166714,72.229,0.637077531,0.782455,-0.559670231,5.947,2.201199782
Bolivia,BOL,2019,95.1,84.9,99.5,264.9511558,2.21670564,9.091927689,1.83954505,67.841,1.457504391,11.777315,0.312798304,3.682,1.95751015
Bolivia,BOL,2020,97.2,90.9,99.9,1018.358417,-8.737884358,8.21070291,0.940742153,64.467,1.33973922,11.936162,0.175074868,7.903,1.84011335
Bolivia,BOL,2021,98.6,95.1,100,-492.246695,6.111372697,9.342971844,0.737383721,63.63,1.193486719,12.079472,0.008327923,5.089,1.694205951
Bolivia,BOL,2022,99.9,95.6,100,-87.03131266,3.605680426,10.23881209,1.746328729,64.928,1.190274813,12.22411,-0.01937681,3.552,1.692732516
Bosnia and Herzegovina,BIH,2019,100,100,100,-425.9451824,2.887343344,16.35400014,,77.241,-1.166081335,3.360711,-1.904959378,15.692,-0.37947001
Bosnia and Herzegovina,BIH,2020,100,100,100,-400.099031,-3.015095148,16.27523818,,76.225,-1.266771023,3.318407,-2.036664497,15.868,-0.459756543
Bosnia and Herzegovina,BIH,2021,100,100,100,-649.5773342,7.38996234,18.39646909,,75.3,-1.440652596,3.270943,-2.238286295,14.897,-0.617820533
Bosnia and Herzegovina,BIH,2022,100,100,100,-728.8407847,4.226811011,20.99852263,,75.293,-1.150513985,3.233526,-1.976449661,12.657,-0.312364152
Botswana,BWA,2019,70.1,27.9,88,-113.4020147,3.032202574,14.8898073,2.772864429,65.464,1.950856348,2.499702,-0.454030748,20.094,2.990881683
Botswana,BWA,2020,71.8,26.2,90.6,-100.0180956,-8.728752526,14.20827016,1.890359168,65.647,1.850985764,2.546402,-0.540883513,21.017,2.850621129
Botswana,BWA,2021,73.7,25,93.1,286.1357218,11.92063651,16.66386854,7.240977656,61.141,1.636742755,2.588423,-0.736399588,23.106,2.595762801
Botswana,BWA,2022,75.9,25,95.5,-699.5061261,5.486028178,18.516191337299702,11.66556748,65.913,1.604757743,2.630296,-0.757738983,23.615,2.528399764
Brazil,BRA,2019,99.8,98.5,100,-46354.80725,1.220777824,15.7414785,3.732976212,75.338,0.766107802,211.782878,-1.150739823,11.936,1.060237553
Brazil,BRA,2020,99.7,98.7,99.9,-41737.36981,-3.276758796,15.75907823,3.211768038,74.009,0.665176682,213.196304,-1.242708647,13.697,0.951553411
Brazil,BRA,2021,99.5,97.3,99.8,-30201.1734,4.762604379,17.6729168,8.301659756,72.75,0.528590453,214.326223,-1.376971574,13.159,0.808423004
Brazil,BRA,2022,100,97.3,100,-41251.76957,3.016694354,19.39858981,9.28010609,73.425,0.459583548,215.313498,-1.434774133,9.231,0.731782792
British Virgin Islands,VGB,2019,100,100,100,,,,,75.863,0.902459156,0.03061,0.151228762,,1.718926076
British Virgin Islands,VGB,2020,100,100,100,,,,,75.849,0.975300319,0.03091,0.201283248,,1.803305494
British Virgin Islands,VGB,2021,100,100,100,,,,,74.494,0.683520845,0.031122,-0.106881278,,1.515531472
British Virgin Islands,VGB,2022,100,100,100,,,,,76.373,0.58628646,0.031305,-0.220410052,,1.421701264
Brunei Darussalam,BRN,2019,100,100,100,-373.2567672,3.869109865,70.0870385,-0.390522069,74.748,0.865282212,0.438048,-0.542896222,6.6,1.267432882
Brunei Darussalam,BRN,2020,100,100,100,-565.5422754,1.13357335,70.68518631,1.940319966,74.795,0.835902309,0.441725,-0.570837046,7.409,1.230452465
Brunei Darussalam,BRN,2021,100,100,100,-204.7493798,-1.590762601,79.36409456,1.733413885,74.642,0.822461682,0.445373,-0.584583324,4.905,1.210065548
Brunei Darussalam,BRN,2022,100,100,100,292.4162755,-1.628331545,82.89340431991239,3.682250306,74.551,0.811520876,0.449002,-0.597499428,5.191,1.192773484
Bulgaria,BGR,2019,99.2,98.4,99.4,-1392.12,4.035188947,25.5262811,3.103729448,75.11219512,-0.703905641,6.975761,-2.069630137,4.23,-0.252969936
Bulgaria,BGR,2020,99.7,99.4,99.8,-3158.28,-3.966156136,25.73500085,1.672440969,73.65853659,-0.600241518,6.934015,-1.984872851,5.125,-0.151331327
Bulgaria,BGR,2021,99.8,99.5,99.9,-1570.62,7.661748074,29.40496051,3.297744353,71.46341463,-0.814846472,6.877743,-2.218884841,5.267,-0.367953365
Bulgaria,BGR,2022,100,99.6,100,-2130.77,3.926432221,35.46355499,15.32525893,74.36097561,-6.187252982,6.465097,-7.607092539,4.268,-5.743646005
Burkina Faso,BFA,2019,17.6,,64.6,-146.535904,5.88920497,2.233261555,-3.23338934,60.039,2.703875567,20.951639,1.81948546,4.701,4.800404381
Burkina Faso,BFA,2020,18.5,,66.1,91.63897326,2.010772624,2.3758628519407696,1.884439938,59.731,2.688787667,21.522626,1.789294301,4.985,4.7586163
Burkina Faso,BFA,2021,19,,67.6,36.8380545,6.939155247,2.4677406001305497,3.653532872,59.27,2.650375915,22.100683,1.733995673,5.11,4.697431091
Burkina Faso,BFA,2022,19.5,3.4,60.5,-646.2083463,1.777915438,2.620507654,14.29023543,59.766,2.559988391,22.673762,1.629258116,5.348,4.578534343
Burundi,BDI,2019,9.8,2,60.8,-29.54167672,1.812565324,0.804165344,-0.686772171,62.351,3.26424857,11.874838,2.879455704,1.053,5.794906079
Burundi,BDI,2020,9.1,0.9,60.5,-20.09071128,0.327156893,0.812055173,7.321106434,61.566,2.867082195,12.220227,2.471535569,1.03,5.393632938
Burundi,BDI,2021,10.2,1.6,62.8,-21.24343107,3.099999999,0.864280733,8.404538451,61.663,2.672478462,12.551213,2.266052349,1.11,5.193691055
Burundi,BDI,2022,10.3,1.7,64,-23.32307097,1.848999439,0.9175060350170849,18.80087867,61.977,2.66016084,12.889576,2.241568332,0.919,5.181768293
Cabo Verde,CPV,2019,91.4,87.3,93.5,-106.9304556,6.947826325,7.702923563,1.106666743,76.004,1.01513458,0.57703,-0.345441164,12.118,1.717171369
Cabo Verde,CPV,2020,93.7,92.7,94.3,-63.66000206,-20.80527592,6.053270155,0.605795808,74.808,0.967524169,0.58264,-0.393462666,14.66,1.655483825
Cabo Verde,CPV,2021,95.5,96.9,94.9,-92.09355917,7.033530103,6.7536916298187295,1.862152975,74.052,0.902988883,0.587925,-0.45549,13.906,1.575813409
Cabo Verde,CPV,2022,97.1,96.9,95.3,-104.3419732,17.43907944,8.415157595,7.930929254,74.722,0.884624345,0.593149,-0.471079299,12.272,1.542630676
Cambodia,KHM,2019,84,80,96.9,-3561.195452,7.054106932,4.620963392,1.942575008,70.692,1.132442162,16.207746,0.58665651,0.12,2.899692092
Cambodia,KHM,2020,86.4,82.9,97.3,-3497.632099,-3.096006731,4.5042471603280605,2.940295143,70.416,1.160057697,16.39686,0.598078767,0.172,2.937896229
Cambodia,KHM,2021,82.5,77.1,98.9,-3391.043981,3.026389364,4.66823778,2.920734776,69.584,1.165135849,16.589023,0.588033612,0.396,2.948412356
Cambodia,KHM,2022,92.3,88,99,-3428.345015,5.239810289,5.202677725,5.343702649,69.896,1.072167381,16.767842,0.47835914,0.247,2.864036159
Cameroon,CMR,2019,63.2,23.6,93.1,-898.8707384,3.475059982,4.195670175,2.452802141,61.584,2.774879781,25.782341,1.403948943,3.646,3.823046878
Cameroon,CMR,2020,64.3,24.2,93.9,-590.771938,0.259932916,4.319218871,2.437608822,60.833,2.711853658,26.491087,1.326579476,3.866,3.745673451
Cameroon,CMR,2021,65.4,24.8,94.7,-908.7098428,3.338857472,4.74176177,2.271857625,60.333,2.635819406,27.198628,1.240651294,3.951,3.652176219
Cameroon,CMR,2022,71,25,94,-898.3353712,3.582796319,5.122644392520581,6.247677133,60.958,2.598102588,27.914536,1.190460829,3.687,3.599127785
Canada,CAN,2019,100,100,100,26965.431145146802,1.908431925,50.49897311,1.949269024,82.22390244,1.461712599,37.618495,1.079041201,5.69,1.548884982
Canada,CAN,2020,100,100,100,18306.16611,-5.038233441,48.59068321,0.716999632,81.6604878,1.084368971,38.028638,0.651415716,9.657,1.182503196
Canada,CAN,2021,100,100,100,44529.089,5.286956891,55.781699027291204,3.395193185,81.58707317,0.553902422,38.239864,0.059140604,7.527,0.665410421
Canada,CAN,2022,100,100,100,37342.98826,3.819866339,62.04156203,6.802801153,81.29560976,1.811922553,38.939056,1.270862407,5.28,1.933094186
Caribbean small states,CSS,2019,96.22157008,93.91694015,99.03691368,,1.024653223,18.57509452,1.172212854,72.37374061,1.055162901,3.090374,0.930334823,10.85622935,1.19988081
Caribbean small states,CSS,2020,97.04148903,95.4339883,99.18043868,,-9.193462793,16.86026115,-0.294805106,72.33122751,0.511620924,3.106185,0.198231067,13.35506369,0.873977911
Caribbean small states,CSS,2021,97.3939356,96.02646155,99.2568306,,10.44403235,19.75712243,2.236849754,70.48179109,0.719017058,3.128519,0.504082648,12.3954074,0.965870144
Caribbean small states,CSS,2022,97.59329329,96.23500728,99.48285555,,22.47821734,26.32703437,6.195974348,71.03467709,0.592548743,3.147057,0.305247086,10.7078633,0.92100675
Cayman Islands,CYM,2019,100,100,100,-1748.910979,3.915636377,74.00876464,,,1.908192659,0.066134,,,1.908192659
Cayman Islands,CYM,2020,100,100,100,-9284.201027,-4.954807322,67.46733279,,,1.764068377,0.067311,,,1.764068377
Cayman Islands,CYM,2021,100,100,100,-2459.894176,4.904929542,76.29694068,,82.0097561,1.218203729,0.068136,,,1.218203729
Cayman Islands,CYM,2022,100,100,100,,5.15632992,85.16767207,,,0.833082382,0.068706,,,0.833082382
Central African Republic,CAF,2019,14.3,1.5,32.1,,3.1,0.934815543,2.685373553,55.025,2.223361071,5.209324,1.528540096,5.978,3.200112445
Central African Republic,CAF,2020,15.4,1.9,33.9,,0.899999997,1.0031486767262001,1.710156595,54.604,2.534093932,5.34302,1.796361489,6.556,3.553540599
Central African Republic,CAF,2021,15.7,1.6,34.7,,0.982919996,1.057194395,4.259364175,53.895,2.113637226,5.457154,1.332085989,6.676,3.174372247
Central African Republic,CAF,2022,15.7,1.6,34.7,,0.502110003,1.112445986,5.583167352,54.477,2.210795117,5.579144,1.384397422,6.337,3.31145591
Central Europe and the Baltics,CEB,2019,99.94550109,99.9284614,99.95067522,,3.908521817,35.4820387,2.664561334,77.26684467,-0.136450277,102.398537,-0.413435441,3.780847207,0.030923411
Central Europe and the Baltics,CEB,2020,99.97964179,99.97355723,99.98358061,,-3.41747604,35.85034879,1.672440969,76.08235436,-0.213296993,102.180124,-0.540896715,4.373788356,-0.016217846
Central Europe and the Baltics,CEB,2021,99.98643619,99.97821011,99.99177549,,6.433398707,39.90221583,3.839844915,74.7974011,-0.750602925,101.413157,-1.091367682,4.486592813,-0.54667965
Central Europe and the Baltics,CEB,2022,100,99.98356844,100,,4.247073127,45.1634349,14.60814395,76.79008321,-1.286711743,100.108262,-1.682918199,4.006651675,-1.050909146
Chad,TCD,2019,8.4,,36.7,,3.247181917,1.846974784,-0.971939175,53.259,3.294582728,16.126866,3.00824268,1.081,4.24412488
Chad,TCD,2020,10.9,1.6,40.8,,-1.600006737,1.62325785,4.464144372,52.777,3.16053306,16.644701,2.845909792,1.693,4.190490624
Chad,TCD,2021,11.3,1.3,43.2,,-1.169187004,1.7643480756254901,-0.77284437,52.525,3.163887505,17.17974,2.822040493,1.511,4.267461907
Chad,TCD,2022,11.7,1.3,46.3,,2.804340748,1.881991311,5.788026878,52.997,3.115022186,17.723315,2.744351934,1.104,4.293859527
Channel Islands,CHI,2019,100,100,100,,2.360744654,,,81.39,1.277830313,0.16941,1.253010206,6.17,1.333276239
Channel Islands,CHI,2020,100,100,100,,-8.467597317,,,81.264,1.000234462,0.171113,0.953477694,6.611,1.10456419
Channel Islands,CHI,2021,100,100,100,,15.4552113,,,81.232,0.913338674,0.172683,0.842954979,6.609,1.070091124
Channel Islands,CHI,2022,100,100,100,,7.805178745,,,81.583,0.805167545,0.174079,0.710133426,5.91,1.016255692
Chile,CHL,2019,100,100,100,-3234.014559,0.634367534,25.824646525454998,2.557544757,80.326,1.791391972,19.039485,1.154120147,7.533,1.881570024
Chile,CHL,2020,100,100,100,-5049.109795,-6.143474792,25.44321401,3.045490848,79.377,1.360643634,19.300315,0.678567202,11.006,1.456438123
Chile,CHL,2021,100,100,100,-603.8631448,11.33395707,29.05008079,4.524568383,78.944,0.994344898,19.493184,0.258328078,9.325,1.096883013
Chile,CHL,2022,100,100,100,-5030.305059,2.058740081,31.5861369,11.64386671,79.519,0.565514128,19.603733,-0.217344013,8.299,0.673638885
China,CHN,2019,100,100,100,-50259.82236,5.950500754,17.2621759,2.899234164,77.968,0.35474089,1407.745,-2.516079661,4.56,2.290177234
China,CHN,2020,100,100,100,-99374.80772,2.238638356,17.891480286997098,2.419421895,78.077,0.23804087,1411.1,-2.624262199,5,2.078140058
China,CHN,2021,100,100,100,-165277.2371,8.448469417,20.40672966,0.981015136,78.211,0.0892522,1412.36,-2.76132205,4.55,1.838530282
China,CHN,2022,100,100,100,19846.37167,2.989084086,22.49944267,1.973575557,78.587,-0.013099501,1412.175,-2.848480476,4.98,1.649480857
Colombia,COL,2019,99.4,97.1,100,-10835.65754,3.186855392,16.09149905,3.523019327,76.752,1.830746942,50.187406,0.120229422,10.28,2.233509463
Colombia,COL,2020,99.7,98.5,100,-5725.176361,-7.185914138,15.427593780784001,2.526635001,74.769,1.470102032,50.930662,-0.243267277,15.983,1.865109516
Colombia,COL,2021,100,100,100,-6380.521503,10.80119819,17.58723179,3.495057574,72.83,1.143820916,51.516562,-0.566548048,13.898,1.529933014
Colombia,COL,2022,100,100,100,-13799.00571,7.288883887,21.05566303,10.17723135,73.659,0.691481571,51.874024,-1.020795408,10.547,1.07001571
Comoros,COM,2019,83.3,77.6,97.3,-4.300803966,1.760780239,3.294288308,,64.068,1.872447912,0.790986,1.59192825,5.1,2.557093459
Comoros,COM,2020,85.6,80.1,99,-3.875846081,-0.195556827,3.2453995876989903,,64.166,1.900940814,0.806166,1.595441843,5.884,2.639099981
Comoros,COM,2021,87.9,82.9,100,-4.024772182,2.112195577,3.4267577343715603,,63.417,1.899440995,0.821625,1.569003398,5.857,2.689265697
Comoros,COM,2022,89.9,82.9,100,-3.839060116,2.387678485,3.6876256615308196,,63.68,1.82699355,0.836774,1.469820839,5.854,2.670869748
"Congo, Dem. Rep.",COD,2019,19.1,1,41.2,-1350.994226,4.384528874,1.206798113,,60.276,3.186288389,89.90689,2.125586629,4.642,4.495717425
"Congo, Dem. Rep.",COD,2020,20.1,1,42.8,-1498.084808,1.735422767,1.174385868,,59.739,3.224478443,92.853164,2.141369957,5.369,4.530128954
"Congo, Dem. Rep.",COD,2021,20.8,1,43.8,-1677.67379,6.200154011,1.358204717,,59.193,3.22252816,95.894118,2.118260822,5.273,4.522165517
